"title","date","time","price","venue","url","description"
"Vienna Residence Orchestra at the Vienna Konzerthaus","25 Nov 2025","20:30","0 €","Venue","https://www.europaticket.com/en/event/vienna-residence-orchestra-at-the-vienna-konzerthaus-24722","or contact us by phone for more information about performers, program details, and ticket prices."
"Palau de la MÃºsica Catalana","08 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/palau-de-la-musica-catalana-450","Buy Official Tickets for Palau de la MÃºsica Catalana in Barcelona. Check your schedule and secure your seats now."
"St Stephen Basilica Budapest Concerts","08 Oct 2025","10:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/st-stephen-basilica-budapest-concerts-504","Check your schedule and book your tickets for the St Stephen Basilica Budapest Concerts."
"The Three Tenors In Florence","25 Nov 2025","8:30","0 €","Venue","https://www.europaticket.com/en/event/the-three-tenors-in-florence-4619-12794","Buy Tickets for The Three Tenors In Florence. Find details about performers, programme, and prices."
"Teatro de la Maestranza","","","0 €","Teatro de la Maestranza in Seville","https://www.europaticket.com/en/events/opera-and-ballet-1/teatro-de-la-maestranza-476","or contact us by phone."
"Sing-along concert of the Rundfunkchor Berlin","26 Jun 2026","","0 €","Berliner Philharmonie","https://www.europaticket.com/en/event/sing-along-concert-of-the-rundfunkchor-berlin-27219","or contact us by phone for more information on pricing, program, and performers."
"Concerts in Paris","08 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/concerts-in-paris-105","Check your schedule and come to see your favourite artists perform live in Paris. Secure your tickets now."
"The Phantom of the Opera","25 Nov 2025","19:30","0 €","Raimund Theater in Vienna","https://www.europaticket.com/en/event/the-phantom-of-the-opera-1148-8254","The Phantom of the Opera - The Musical at Raimund Theater in Vienna, Austria. Find details about performers, programme, and prices. Book official tickets here and now."
"The Barber of Seville","25 Nov 2025","","€ 6","Venue","https://www.europaticket.com/en/event/the-barber-of-seville-8570-11294","or contact us by phone."
"Philharmonie im Gasteig","","","0 €","Philharmonie im Gasteig","https://www.europaticket.com/en/events/classical-concerts-3/philharmonie-im-gasteig-317","Buy Tickets for avents at Philharmonie im Gasteig."
"Bavarian State Opera","31 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/bavarian-state-opera-323","Buy Tickets for events at Bavarian State Opera"
"Deutsche Oper Berlin","10 Oct 2025","19:30","0 €","Deutsche Oper Berlin","https://www.europaticket.com/en/events/opera-and-ballet-1/deutsche-oper-berlin-96","Check your schedule and purchase tickets to see the greatest artists perform live on stage at Deutsche Oper Berlin. Buy tickets now."
